Date,Close,Open,High,Low,Volume,Change_Pct,Weekday,Volume_Norm,IsHoliday,IsMonday,IsTuesday,NextOpen,MondayOpen,Fri_Close_Low,Fri_High_Low,Gap,Gap_Pct
2021-07-30,547.0,557.0,557.75,546.5,65200.0,-1.97%,Friday,0.47769038610262793,False,False,False,547.25,547.25,0.5,11.25,0.25,0.04570383912248629
2021-08-06,555.0,555.0,560.5,548.75,142760.0,-0.13%,Friday,1.0459368024541589,False,False,False,554.0,554.0,6.25,11.75,-1.0,-0.18018018018018017
2021-08-20,538.75,550.25,554.25,533.25,83000.0,-2.05%,Friday,0.608102792124511,False,False,False,536.0,536.0,5.5,21.0,-2.75,-0.5104408352668214
2021-08-27,558.0,553.0,558.75,548.75,107360.0,0.95%,Friday,0.7865772983432229,False,False,False,557.25,557.25,9.25,10.0,-0.75,-0.13440860215053765
2021-09-03,508.0,516.75,518.25,506.75,970.0,-1.60%,Friday,0.0071067434742262126,False,False,False,524.25,509.0,1.25,11.5,1.0,0.19685039370078738
2021-09-10,502.75,499.0,505.0,487.75,370.0,1.36%,Friday,0.0027108196757357718,False,False,False,503.5,503.5,15.0,17.25,0.75,0.14917951268025859
2021-09-17,527.25,529.0,530.5,521.75,109530.0,-0.42%,Friday,0.8024758894144299,False,False,False,527.0,527.0,5.5,8.75,-0.25,-0.0474158368895211
2021-09-24,526.75,528.5,528.75,524.0,93100.0,-0.47%,Friday,0.6821008427324334,False,False,False,524.75,524.75,2.75,4.75,-2.0,-0.37968675842429994
2021-10-01,541.5,536.75,545.25,532.0,135600.0,0.88%,Friday,0.9934787784588396,False,False,False,540.0,540.0,9.5,13.25,-1.5,-0.2770083102493075
2021-10-08,530.5,533.25,538.75,530.0,95480.0,-0.66%,Friday,0.6995380071331122,False,False,False,532.75,532.75,0.5,8.75,2.25,0.4241281809613572
2021-10-22,538.0,533.0,540.0,532.0,109350.0,1.08%,Friday,0.8011571122748828,False,False,False,537.0,537.0,6.0,8.0,-1.0,-0.18587360594795538
2021-10-29,568.25,562.5,569.25,558.75,135200.0,0.98%,Friday,0.9905481625931793,False,False,False,568.0,568.0,9.5,10.5,-0.25,-0.04399472063352398
2021-11-05,553.0,560.0,562.75,552.25,192120.0,-1.12%,Friday,1.407574800276639,False,False,False,552.0,552.0,0.75,10.5,-1.0,-0.18083182640144665
2021-11-12,577.25,569.25,582.0,566.75,163540.0,1.36%,Friday,1.1981822966752111,False,False,False,576.25,576.25,10.5,15.25,-1.0,-0.17323516673884798
2021-11-26,586.75,571.5,588.0,566.75,180220.0,1.21%,Friday,1.3203889782732454,False,False,False,586.0,586.0,20.0,21.25,-0.75,-0.1278227524499361
2021-12-10,588.5,588.5,592.0,585.0,860.0,0.00%,Friday,0.006300824111169632,False,False,False,587.5,587.5,3.5,7.0,-1.0,-0.16992353440951571
2021-12-17,593.25,591.0,598.75,589.25,129570.0,0.34%,Friday,0.9492997442840106,False,False,False,595.0,595.0,4.0,9.5,1.75,0.2949852507374631
2021-12-24,605.8,606.75,606.75,605.8,,0.01%,Friday,,True,False,False,608.25,608.25,0.0,0.9500000000000455,2.4500000000000455,0.4044239022779871
2021-12-31,593.25,595.75,599.25,592.5,69870.0,-0.46%,Friday,0.5119053263342118,True,False,False,591.75,591.75,0.75,6.75,-1.5,-0.2528445006321113
2022-01-07,606.75,605.25,608.25,599.0,140370.0,0.50%,Friday,1.0284263726568386,False,False,False,605.25,605.25,7.75,9.25,-1.5,-0.2472187886279357
2022-01-14,596.25,587.5,598.25,585.25,140630.0,1.49%,Friday,1.0303312729695178,False,False,False,592.75,592.75,11.0,13.0,-3.5,-0.5870020964360587
2022-01-21,616.25,607.5,618.5,604.25,187470.0,0.86%,Friday,1.3735063908383383,False,False,False,617.5,617.5,12.0,14.25,1.25,0.2028397565922921
2022-01-28,636.0,623.25,637.25,623.0,188660.0,1.72%,Friday,1.3822249730386775,False,False,False,635.75,635.75,13.0,14.25,-0.25,-0.039308176100628936
2022-02-11,651.0,641.0,657.75,637.75,243970.0,1.44%,Friday,1.7874558818628548,False,False,False,655.0,655.0,13.25,20.0,4.0,0.6144393241167435
2022-02-18,654.25,648.5,658.0,647.0,154050.0,0.65%,Friday,1.1286534352624207,False,False,False,657.75,657.75,7.25,11.0,3.5,0.5349636988918609
2022-02-25,659.5,696.75,707.0,657.0,94800.0,-5.11%,Friday,0.6945559601614897,False,False,False,688.0,688.0,2.5,50.0,28.5,4.321455648218348
2022-03-04,756.5,761.75,800.0,741.0,2190.0,0.70%,Friday,0.01604512186449011,False,False,False,747.5,747.5,15.5,59.0,-9.0,-1.1896893588896233
2022-03-11,764.5,758.0,768.5,755.0,230.0,0.89%,Friday,0.001685104122754669,False,False,False,745.25,745.25,9.5,13.5,-19.25,-2.5179856115107913
2022-03-18,741.75,753.75,755.0,736.5,84410.0,-1.69%,Friday,0.6184332130509635,False,False,False,746.5,746.5,5.25,18.5,4.75,0.6403774856757668
2022-03-25,754.0,748.5,755.25,742.5,73850.0,0.77%,Friday,0.5410649541975318,False,False,False,749.0,749.0,11.5,12.75,-5.0,-0.6631299734748011
2022-04-01,735.0,748.5,751.5,730.25,155930.0,-1.84%,Friday,1.1424273298310241,False,False,False,737.0,737.0,4.75,21.25,2.0,0.27210884353741494
2022-04-08,768.75,757.0,773.0,752.75,170870.0,1.45%,Friday,1.251885832413436,False,False,False,767.0,767.0,16.0,20.25,-1.75,-0.22764227642276422
2022-04-15,791.0,791.0,791.0,791.0,,0.09%,Friday,,False,False,False,791.0,791.0,0.0,0.0,0.0,0.0
2022-04-22,793.0,798.75,807.5,783.5,140800.0,-0.78%,Friday,1.0315767847124235,False,False,False,796.75,796.75,9.5,24.0,3.75,0.47288776796973514
2022-05-06,792.25,800.0,800.0,784.25,1250.0,-1.43%,Friday,0.009158174580188418,False,False,False,787.5,787.5,8.0,15.75,-4.75,-0.5995582202587567
2022-05-13,794.5,808.0,808.0,808.0,30.0,-2.34%,Friday,0.00021979618992452204,False,False,False,795.0,795.0,-13.5,0.0,0.5,0.06293266205160479
2022-06-03,727.0,730.25,736.0,725.75,105540.0,-0.45%,Friday,0.7732429961544686,False,False,False,732.25,732.25,1.25,10.25,5.25,0.7221458046767538
2022-06-17,784.5,787.5,800.0,782.25,116060.0,-0.48%,Friday,0.8503181934213343,False,False,False,767.25,747.5,2.25,17.75,-37.0,-4.716379859783301
2022-06-24,750.25,745.0,762.25,735.0,155990.0,0.47%,Friday,1.1428669222108732,False,False,False,747.5,747.5,15.25,27.25,-2.75,-0.3665444851716095
2022-07-01,754.5,748.0,760.0,743.75,5490.0,1.45%,Friday,0.040222702756187535,False,False,False,750.25,750.25,10.75,16.25,-4.25,-0.5632869449966865
2022-07-08,778.25,750.75,781.0,744.0,,4.18%,Friday,,False,False,False,781.0,781.0,34.25,37.0,2.75,0.35335689045936397
2022-07-15,604.25,606.75,612.0,596.0,81570.0,-13.06%,Friday,0.5976258404047754,False,False,False,610.5,610.5,8.25,16.0,6.25,1.034340091021928
2022-07-22,564.25,575.0,582.75,561.5,95960.0,-2.00%,Friday,0.7030547461719046,False,False,False,587.75,587.75,2.75,21.25,23.5,4.164820558263181
2022-07-29,616.25,615.0,632.0,611.5,99160.0,0.20%,Friday,0.7264996730971869,False,False,False,604.0,604.0,4.75,20.5,-12.25,-1.9878296146044625
2022-08-05,610.25,602.0,614.0,597.0,125020.0,1.33%,Friday,0.9159639888121248,False,False,False,603.0,603.0,13.25,17.0,-7.25,-1.188037689471528
2022-08-19,626.0,619.0,627.75,616.0,51220.0,1.01%,Friday,0.3752653615978006,False,False,False,622.75,622.75,10.0,11.75,-3.25,-0.5191693290734825
2022-09-09,698.5,678.75,700.5,678.75,1440.0,4.49%,Friday,0.010550217116377058,False,False,False,690.25,690.25,19.75,21.75,-8.25,-1.1811023622047243
2022-09-16,677.25,676.25,680.5,667.5,121330.0,-0.04%,Friday,0.8889290574514086,False,False,False,675.75,675.75,9.75,13.0,-1.5,-0.22148394241417496
2022-09-23,676.75,687.0,688.0,669.5,154390.0,-1.67%,Friday,1.131144458748232,False,False,False,673.25,673.25,7.25,18.5,-3.5,-0.5171776874769117
2022-09-30,677.5,669.5,696.25,669.25,253850.0,1.19%,Friday,1.859842093744664,False,False,False,680.0,680.0,8.25,27.0,2.5,0.36900369003690037
2022-10-07,683.25,675.5,684.5,671.5,113580.0,1.15%,Friday,0.8321483750542404,False,False,False,683.75,697.0,11.75,13.0,13.75,2.012440541529455
2022-10-14,689.75,697.0,699.5,688.5,108820.0,-1.15%,Friday,0.797274046252883,False,False,False,689.0,689.0,1.25,11.0,-0.75,-0.10873504893077202
2022-10-21,684.25,683.5,688.0,677.75,109020.0,0.04%,Friday,0.7987393541857131,False,False,False,682.25,682.25,6.5,10.25,-2.0,-0.2922908293752283
2022-10-28,680.75,681.25,683.75,676.25,115070.0,-0.22%,Friday,0.8430649191538251,False,False,False,696.5,696.5,4.5,7.5,15.75,2.313624678663239
2022-11-04,681.0,679.25,685.25,678.5,112560.0,0.26%,Friday,0.8246753045968067,False,False,False,679.0,679.0,2.5,6.75,-2.0,-0.2936857562408223
2022-11-11,658.0,653.75,661.0,653.5,233360.0,0.73%,Friday,1.7097212960262154,True,False,False,657.0,657.0,4.5,7.5,-1.0,-0.1519756838905775
2022-11-18,667.75,667.5,672.75,665.25,131280.0,0.04%,Friday,0.9618281271097084,False,False,False,657.75,665.0,2.5,7.5,-2.75,-0.41183077499064025
2022-11-25,668.0,661.25,669.75,661.0,71240.0,0.72%,Friday,0.5219426856740983,False,False,False,665.0,665.0,7.0,8.75,-3.0,-0.4491017964071856
2022-12-09,634.75,631.5,639.75,631.5,450.0,0.44%,Friday,0.003296942848867831,False,False,False,644.25,650.5,3.25,8.25,15.75,2.4812918471839307
2022-12-16,653.0,653.5,655.75,650.0,66400.0,-0.08%,Friday,0.4864822336996088,False,False,False,650.5,650.5,3.0,5.75,-2.5,-0.38284839203675347
2022-12-23,666.25,659.5,667.75,659.25,94500.0,0.87%,Friday,0.6923579982622444,False,False,False,669.0,669.0,7.0,8.5,2.75,0.41275797373358347
2022-12-30,678.5,679.5,685.0,676.5,90320.0,-0.15%,Friday,0.6617330624660943,False,False,False,677.25,677.25,2.0,8.5,-1.25,-0.18422991893883567
2023-01-13,675.0,670.75,676.75,669.75,158820.0,0.60%,Friday,1.1636010294604198,False,False,False,671.5,671.5,5.25,7.0,-3.5,-0.5185185185185185
2023-01-20,676.25,675.5,678.0,672.5,134980.0,-0.15%,Friday,0.9889363238670662,False,False,False,667.0,667.0,3.75,5.5,-9.25,-1.3678373382624769
2023-02-10,680.5,670.75,682.75,669.25,226650.0,1.45%,Friday,1.660560214879764,False,False,False,680.0,680.0,11.25,13.5,-0.5,-0.07347538574577515
2023-02-17,677.75,676.0,679.0,675.0,144080.0,0.26%,Friday,1.0556078348108378,False,False,False,679.75,639.0,2.75,4.0,-38.75,-5.717447436370343
2023-03-03,645.25,639.75,648.25,638.25,1040.0,1.18%,Friday,0.007619601250716764,False,False,False,639.0,639.0,7.0,10.0,-6.25,-0.9686168151879118
2023-03-10,624.25,620.0,626.75,618.5,540.0,2.09%,Friday,0.003956331418641397,False,False,False,622.25,622.25,5.75,8.25,-2.0,-0.32038446135362436
2023-03-17,634.25,633.25,638.75,630.25,141480.0,0.24%,Friday,1.036558831684046,False,False,False,631.25,643.0,4.0,8.5,8.75,1.3795821836815136
2023-03-24,643.0,631.0,645.0,627.5,191260.0,1.78%,Friday,1.4012739761654696,False,False,False,643.0,643.0,15.5,17.5,0.0,0.0
2023-03-31,660.5,648.75,664.5,647.25,201890.0,1.69%,Friday,1.4791550927953918,False,False,False,659.5,659.5,13.25,17.25,-1.0,-0.1514004542013626
2023-04-07,643.5,643.5,643.5,643.5,,0.00%,Friday,,False,False,False,644.5,644.5,0.0,0.0,1.0,0.1554001554001554
2023-04-14,666.25,653.75,668.0,651.0,154000.0,2.15%,Friday,1.1282871082792132,False,False,False,666.0,666.0,15.25,17.0,-0.25,-0.0375234521575985
2023-04-28,636.0,628.25,639.0,622.0,13720.0,1.44%,Friday,0.10052012419214808,False,False,False,632.5,632.5,14.0,17.0,-3.5,-0.550314465408805
2023-05-05,653.25,644.0,656.25,644.0,1220.0,1.04%,Friday,0.008938378390263896,False,False,False,652.75,652.75,9.25,12.25,-0.5,-0.07654037504783774
2023-05-12,633.25,634.75,638.75,623.5,240.0,0.12%,Friday,0.0017583695193961763,False,False,False,581.5,581.5,9.75,15.25,-51.75,-8.172127911567312
2023-05-26,604.0,590.25,606.75,588.25,178640.0,2.24%,Friday,1.3088130456038873,False,False,False,603.75,603.75,15.75,18.5,-0.25,-0.041390728476821195
2023-06-02,609.0,592.5,610.5,581.25,199860.0,2.78%,Friday,1.464282217277166,False,False,False,599.75,599.75,27.75,29.25,-9.25,-1.5188834154351396
2023-06-09,604.25,608.25,609.0,597.5,174690.0,-0.98%,Friday,1.2798732139304918,False,False,False,609.0,609.0,6.75,11.5,4.75,0.7860984691766653
2023-06-16,640.25,623.0,641.0,622.25,223690.0,2.73%,Friday,1.6388736574738778,False,False,False,640.75,640.75,18.0,18.75,0.5,0.07809449433814916
2023-06-23,630.75,655.75,657.5,629.0,142970.0,-4.50%,Friday,1.0474753757836306,False,False,False,643.0,643.0,1.75,28.5,12.25,1.9421323820848195
2023-06-30,554.5,585.0,595.0,552.0,6460.0,-4.56%,Friday,0.04732944623041375,False,False,False,558.5,558.5,2.5,43.0,4.0,0.7213706041478809
2023-07-07,560.5,567.0,571.75,560.0,1320.0,-1.10%,Friday,0.00967103235667897,False,False,False,567.5,567.5,0.5,11.75,7.0,1.2488849241748439
2023-07-14,599.75,609.75,614.75,604.75,80.0,1.05%,Friday,0.0005861231731320587,False,False,False,512.0,512.0,-5.0,10.0,-87.75,-14.631096290120885
2023-07-21,527.0,536.5,538.75,522.5,121030.0,-1.91%,Friday,0.8867310955521635,False,False,False,559.75,559.75,4.5,16.25,32.75,6.214421252371916
2023-07-28,521.0,533.0,538.5,516.75,90550.0,-2.30%,Friday,0.663418166588849,False,False,False,504.0,504.0,4.25,21.75,-17.0,-3.262955854126679
2023-08-04,484.25,482.5,493.5,480.25,96910.0,0.73%,Friday,0.7100149588528477,False,False,False,484.75,484.75,4.0,13.25,0.5,0.10325245224574084
2023-08-11,474.5,483.0,494.75,470.5,174430.0,-1.81%,Friday,1.2779683136178126,False,False,False,476.25,476.25,4.0,24.25,1.75,0.36880927291886195
2023-08-18,479.5,473.75,482.5,472.5,66480.0,1.37%,Friday,0.48706835687274086,False,False,False,486.0,486.0,7.0,10.0,6.5,1.3555787278415017
2023-08-25,470.75,471.25,477.0,469.0,84410.0,-0.32%,Friday,0.6184332130509635,False,False,False,476.25,476.25,1.75,8.0,5.5,1.168348380244291
2023-09-01,464.75,461.0,468.25,460.25,3310.0,0.81%,Friday,0.024250846288338932,False,False,False,466.0,466.0,4.5,8.0,1.25,0.26896180742334586
2023-09-08,468.5,471.25,472.25,467.0,230.0,-0.48%,Friday,0.001685104122754669,False,False,False,473.5,473.5,1.5,5.25,5.0,1.0672358591248665
2023-09-15,476.25,480.0,483.5,475.0,110380.0,2.97%,Friday,0.8087034481289581,False,False,False,475.25,475.25,1.25,8.5,-1.0,-0.2099737532808399
2023-09-22,477.25,475.0,478.5,474.25,88610.0,0.42%,Friday,0.6492046796403966,False,False,False,481.0,481.0,3.0,4.25,3.75,0.7857517024620221
2023-09-29,476.75,487.5,490.0,475.5,209420.0,-2.41%,Friday,1.534323936466447,False,False,False,477.0,477.0,1.25,14.5,0.25,0.05243838489774515
2023-10-06,492.0,496.0,499.0,491.5,125230.0,-1.11%,Friday,0.9175025621415965,False,False,False,492.0,488.0,0.5,7.5,-4.0,-0.8130081300813009
2023-10-13,493.25,495.0,498.75,490.5,138230.0,-0.55%,Friday,1.0127475777755561,False,False,False,493.5,493.5,2.75,8.25,0.25,0.05068423720223011
2023-10-20,495.5,504.0,509.5,495.0,264540.0,-1.88%,Friday,1.9381628027544353,False,False,False,494.25,494.25,0.5,14.5,-1.25,-0.2522704339051463
2023-10-27,480.75,479.25,484.0,478.25,126300.0,0.31%,Friday,0.9253419595822377,False,False,False,480.0,480.0,2.5,5.75,-0.75,-0.15600624024961
2023-11-03,477.25,470.0,481.25,468.0,200220.0,1.54%,Friday,1.46691977155626,False,False,False,477.25,477.25,9.25,13.25,0.0,0.0
2023-11-10,464.0,468.0,469.0,461.75,230540.0,-0.85%,Friday,1.6890604541733103,True,False,False,463.25,463.25,2.25,7.25,-0.75,-0.16163793103448276
2023-11-17,485.25,493.25,493.5,485.0,106980.0,-1.62%,Friday,0.7837932132708456,False,False,False,485.5,485.5,0.25,8.5,0.25,0.05151983513652757
2023-11-24,482.5,487.5,489.25,481.75,109600.0,-1.08%,Friday,0.8029887471909205,False,False,False,483.25,483.25,0.75,7.5,0.75,0.15544041450777202
2023-12-01,464.5,460.25,469.5,458.25,3310.0,-3.78%,Friday,0.024250846288338932,False,False,False,461.25,461.25,6.25,11.25,-3.25,-0.6996770721205597
2023-12-08,465.75,468.0,472.0,466.25,320.0,-0.53%,Friday,0.002344492692528235,False,False,False,465.5,465.5,-0.5,5.75,-0.25,-0.05367686527106817
2023-12-15,483.0,479.25,484.0,477.75,108550.0,5.75%,Friday,0.7952958805435623,False,False,False,482.5,482.5,5.25,6.25,-0.5,-0.10351966873706005
2023-12-22,473.0,472.5,474.0,471.5,80480.0,0.11%,Friday,0.5896399121708511,False,False,False,473.0,473.0,1.5,2.5,0.0,0.0
2024-01-05,460.75,466.5,467.75,460.0,151590.0,-1.23%,Friday,1.1106301476886098,False,False,False,461.0,461.0,0.75,7.75,0.25,0.05425935973955508
2024-01-12,447.0,457.0,460.0,441.0,314100.0,-2.35%,Friday,2.3012661085097457,False,False,False,447.75,447.75,6.0,19.0,0.75,0.16778523489932887
2024-01-26,446.25,451.0,451.75,445.5,135730.0,-1.22%,Friday,0.9944312286151792,False,False,False,446.25,446.25,0.75,6.25,0.0,0.0
2024-02-09,429.0,433.0,437.0,428.25,206270.0,-0.98%,Friday,1.511245336524372,False,False,False,430.25,430.25,0.75,8.75,1.25,0.2913752913752914
2024-02-16,416.5,417.5,421.5,415.0,176970.0,-0.30%,Friday,1.2965777243647556,False,False,False,416.25,416.25,1.5,6.5,-0.25,-0.060024009603841535
2024-02-23,399.75,406.0,409.25,398.5,218220.0,-1.54%,Friday,1.5987974855109732,False,False,False,399.75,399.75,1.25,10.75,0.0,0.0
2024-03-01,412.25,415.5,418.0,409.25,3480.0,-4.02%,Friday,0.025496358031244556,False,False,False,412.0,412.0,3.0,8.75,-0.25,-0.06064281382656155
2024-03-08,426.25,424.25,426.5,420.5,760.0,0.06%,Friday,0.005568170144754558,False,False,False,421.75,421.75,5.75,6.0,-4.5,-1.0557184750733137
2024-03-15,436.75,433.75,440.0,431.75,140240.0,3.37%,Friday,1.027473922500499,False,False,False,437.0,437.0,5.0,8.25,0.25,0.05724098454493417
2024-03-22,439.25,440.25,441.5,436.0,132900.0,-0.34%,Friday,0.9736971213656327,False,False,False,439.0,439.0,3.25,5.5,-0.25,-0.056915196357427436
2024-03-29,442.25,442.25,442.25,442.25,,0.06%,Friday,,False,False,False,441.75,441.75,0.0,0.0,-0.5,-0.11305822498586772
2024-04-05,434.25,435.0,438.5,432.25,192940.0,-0.23%,Friday,1.4135825628012428,False,False,False,433.75,433.75,2.0,6.25,-0.5,-0.11514104778353484
2024-04-12,435.5,428.25,437.5,427.0,202050.0,1.57%,Friday,1.480327339141656,False,False,False,434.5,434.5,8.5,10.5,-1.0,-0.2296211251435132
2024-04-26,450.0,451.75,454.0,449.25,225500.0,2.04%,Friday,1.6521346942659907,False,False,False,450.0,450.0,0.75,4.75,0.0,0.0
2024-05-03,460.25,459.5,468.0,457.25,303310.0,0.11%,Friday,2.222212745533559,False,False,False,447.0,447.0,3.0,10.75,-13.25,-2.8788701792504074
2024-05-10,455.75,443.25,455.5,443.25,320.0,2.94%,Friday,0.002344492692528235,False,False,False,453.5,453.5,12.5,12.25,-2.25,-0.4936917169500823
2024-05-17,452.5,457.25,460.5,451.0,217850.0,-0.98%,Friday,1.5960866658352375,False,False,False,452.75,452.75,1.5,9.5,0.25,0.05524861878453039
2024-05-24,464.75,464.5,466.75,460.75,169180.0,0.16%,Friday,1.2395039803810213,False,False,False,462.5,445.75,4.0,6.0,-19.0,-4.088219472834857
2024-05-31,446.25,449.0,453.75,445.5,174860.0,-0.56%,Friday,1.2811187256733976,False,False,False,445.75,445.75,0.75,8.25,-0.5,-0.11204481792717086
2024-06-14,450.0,458.0,459.5,448.0,228390.0,-1.85%,Friday,1.6733083938953863,False,False,False,455.25,455.25,2.0,11.5,5.25,1.1666666666666667
2024-06-21,440.5,444.75,447.5,440.25,163090.0,-0.96%,Friday,1.1948853538263433,False,False,False,441.0,441.0,0.25,7.25,0.5,0.11350737797956867
2024-06-28,407.5,422.5,429.0,399.5,314600.0,-3.55%,Friday,2.304929378341821,False,False,False,407.5,407.5,8.0,29.5,0.0,0.0
2024-07-12,402.0,400.0,404.75,391.0,211320.0,0.44%,Friday,1.5482443618283332,False,False,False,416.0,416.0,11.0,13.75,14.0,3.482587064676617
2024-07-19,404.75,405.0,410.75,404.0,113810.0,-0.06%,Friday,0.8338334791769951,False,False,False,405.25,405.25,0.75,6.75,0.5,0.12353304508956146
2024-07-26,410.0,421.0,421.75,409.25,161570.0,-2.55%,Friday,1.1837490135368343,False,False,False,407.5,407.5,0.75,12.5,-2.5,-0.6097560975609756
2024-08-02,403.25,399.25,404.75,398.5,150810.0,1.19%,Friday,1.1049154467505724,False,False,False,402.25,402.25,4.75,6.25,-1.0,-0.24798512089274644
2024-08-09,395.0,396.75,399.0,393.5,182300.0,-0.50%,Friday,1.335628180774679,False,False,False,394.75,394.75,1.5,5.5,-0.25,-0.06329113924050633
2024-08-16,392.5,396.0,397.5,390.0,215490.0,-1.13%,Friday,1.5787960322278418,False,False,False,392.0,392.0,2.5,7.5,-0.5,-0.12738853503184713
2024-08-23,391.0,393.25,396.25,390.75,190430.0,-0.64%,Friday,1.3951929482442245,False,False,False,390.75,390.75,0.25,5.5,-0.25,-0.0639386189258312
2024-08-30,401.0,395.0,401.75,394.5,187440.0,1.26%,Friday,1.3732865946484136,False,False,False,400.5,400.5,6.5,7.25,-0.5,-0.12468827930174563
2024-09-06,406.25,410.0,416.0,405.5,174630.0,-1.10%,Friday,1.2794336215506428,False,False,False,383.75,383.75,0.75,10.5,-22.5,-5.538461538461538
2024-09-13,390.75,381.25,394.0,381.0,40.0,1.17%,Friday,0.00029306158656602937,False,False,False,413.0,413.0,9.75,13.0,22.25,5.694177863083813
2024-09-20,401.75,406.0,407.25,401.5,178230.0,-0.99%,Friday,1.3058091643415854,False,False,False,401.5,401.5,0.25,5.75,-0.25,-0.06222775357809583
2024-09-27,418.0,413.0,419.75,410.75,218580.0,1.15%,Friday,1.6014350397900676,False,False,False,416.5,416.5,7.25,9.0,-1.5,-0.3588516746411483
2024-10-04,424.75,427.5,427.5,423.0,165350.0,-0.82%,Friday,1.211443333467324,False,False,False,424.0,424.0,1.75,4.5,-0.75,-0.17657445556209533
2024-10-11,415.75,418.5,422.75,415.25,224070.0,-0.66%,Friday,1.641657742546255,False,False,False,415.0,408.0,0.5,7.5,-7.75,-1.8641010222489478
2024-10-18,404.75,406.75,409.5,403.75,193540.0,-0.49%,Friday,1.4179784865997331,False,False,False,403.75,403.75,1.0,5.75,-1.0,-0.24706609017912293
2024-11-01,414.5,410.75,415.75,410.5,197410.0,0.91%,Friday,1.4463321950999966,False,False,False,416.25,416.25,4.0,5.25,1.75,0.4221954161640531
2024-11-08,431.0,427.5,434.75,426.75,347310.0,0.82%,Friday,2.5445804907561915,False,False,False,430.0,434.75,4.25,8.0,3.75,0.8700696055684455
